cluster,cluster_index,horizon,interval_start_at_inference_time,interval_start_when_prediction_relevant,true_count,prediction,lower,upper,forecast_start
A,0,2,2023-02-17,2023-03-03,6.0,7.136048793792725,0.0,12.859553813934326,2023-03-03
A,0,2,2023-02-24,2023-03-10,5.0,4.659930229187012,0.0,10.383435249328613,2023-03-10
A,0,2,2023-03-03,2023-03-17,3.0,3.971649408340454,0.0,9.695154428482056,2023-03-17
A,0,2,2023-03-10,2023-03-24,2.0,4.488029479980469,0.0,10.21153450012207,2023-03-24
A,0,2,2023-03-17,2023-03-31,1.0,3.243324041366577,0.0,8.966829061508179,2023-03-31
A,0,2,2023-03-24,2023-04-07,2.0,2.2138917446136475,0.0,7.937396764755249,2023-04-07
A,0,2,2023-03-31,2023-04-14,3.0,1.9499244689941406,0.0,7.673429489135742,2023-04-14
A,0,2,2023-04-07,2023-04-21,1.0,1.921180248260498,0.0,7.6446852684021,2023-04-21
A,0,2,2023-04-14,2023-04-28,1.0,3.0828921794891357,0.0,8.806397199630737,2023-04-28
A,0,2,2023-04-21,2023-05-05,0.0,1.9510250091552734,0.0,7.674530029296875,2023-05-05
A,0,2,2023-04-28,2023-05-12,1.0,1.8996641635894775,0.0,7.623169183731079,2023-05-12
A,0,2,2023-05-05,2023-05-19,2.0,2.007566213607788,0.0,7.73107123374939,2023-05-19
A,0,2,2023-05-12,2023-05-26,2.0,3.353942394256592,0.0,9.077447414398193,2023-05-26
A,0,2,2023-05-19,2023-06-02,2.0,3.8812077045440674,0.0,9.604712724685669,2023-06-02
A,0,2,2023-05-26,2023-06-09,7.0,3.775839328765869,0.0,9.49934434890747,2023-06-09
A,0,2,2023-06-02,2023-06-16,3.0,4.331741809844971,0.0,10.055246829986572,2023-06-16
A,0,2,2023-06-09,2023-06-23,12.0,7.29580020904541,0.0,13.019305229187012,2023-06-23
A,0,2,2023-06-16,2023-06-30,5.0,4.903187274932861,0.0,10.626692295074463,2023-06-30
A,0,2,2023-06-23,2023-07-07,9.0,10.530488014221191,2.0697317123413086,16.253993034362793,2023-07-07
A,0,2,2023-06-30,2023-07-14,13.0,7.8057098388671875,0.0,13.529214859008789,2023-07-14
A,0,2,2023-07-07,2023-07-21,13.0,9.942832946777344,1.482076644897461,15.666337966918945,2023-07-21
